"Date Time","Date Time(RAW)","Traffic Total (volume)","Traffic Total (volume)(RAW)","Traffic Total (speed)","Traffic Total (speed)(RAW)","Traffic In (volume)","Traffic In (volume)(RAW)","Traffic In (speed)","Traffic In (speed)(RAW)","Traffic Out (volume)","Traffic Out (volume)(RAW)","Traffic Out (speed)","Traffic Out (speed)(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"03.10.2022 18:13:00 - 18:14:00","44837.5513888889","30 462 884 KByte","31193993566.8349","4 159 199 kbit/s","519899892.7806","29 276 903 KByte","29979548334.6085","3 997 273 kbit/s","499659138.9101","1 185 982 KByte","1214445232.2263","161 926 kbit/s","20240753.8704","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:14:00 - 18:15:00","44837.5520833333","30 158 212 KByte","30882009034.9280","4 118 288 kbit/s","514785948.2402","28 976 746 KByte","29672187650.3738","3 956 951 kbit/s","494618897.3225","1 181 466 KByte","1209821384.5542","161 336 kbit/s","20167050.9177","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:15:00 - 18:16:00","44837.5527777778","30 912 101 KByte","31653991921.6807","4 221 236 kbit/s","527654474.4404","29 694 626 KByte","30407297305.3902","4 054 982 kbit/s","506872767.2177","1 217 475 KByte","1246694616.2905","166 254 kbit/s","20781707.2227","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:16:00 - 18:17:00","44837.5534722222","30 828 251 KByte","31568129229.1963","4 209 084 kbit/s","526135487.1533","29 609 382 KByte","30320007415.6955","4 042 668 kbit/s","505333456.9283","1 218 869 KByte","1248121813.5008","166 416 kbit/s","20802030.2250","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:17:00 - 18:18:00","44837.5541666667","30 747 803 KByte","31485750151.5803","4 198 800 kbit/s","524849977.5226","29 535 862 KByte","30244723184.6032","4 033 302 kbit/s","504162746.8679","1 211 940 KByte","1241026966.9772","165 498 kbit/s","20687230.6547","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:18:00 - 18:19:00","44837.5548611111","30 655 578 KByte","31391311493.1220","4 185 508 kbit/s","523188524.8854","29 442 062 KByte","30148671016.6350","4 019 823 kbit/s","502477850.2773","1 213 516 KByte","1242640476.4870","165 685 kbit/s","20710674.6081","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:19:00 - 18:20:00","44837.5555555556","31 044 428 KByte","31789494368.4037","4 239 306 kbit/s","529913225.0109","29 821 523 KByte","30537239653.0112","4 072 311 kbit/s","509038834.0225","1 222 905 KByte","1252254715.3925","166 995 kbit/s","20874390.9884","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:20:00 - 18:21:00","44837.5562500000","30 201 755 KByte","30926597198.7965","4 124 234 kbit/s","515529208.1813","29 023 755 KByte","29720325248.5899","3 963 371 kbit/s","495421324.3639","1 178 000 KByte","1206271950.2066","160 863 kbit/s","20107883.8174","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:21:00 - 18:22:00","44837.5569444444","30 786 242 KByte","31525111782.2205","4 204 049 kbit/s","525506114.0560","29 589 204 KByte","30299344773.6488","4 040 586 kbit/s","505073258.4372","1 197 038 KByte","1225767008.5718","163 463 kbit/s","20432855.6188","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:22:00 - 18:23:00","44837.5576388889","31 997 420 KByte","32765358239.9212","4 369 443 kbit/s","546180334.0544","30 760 097 KByte","31498339468.0371","4 200 479 kbit/s","525059834.4397","1 237 323 KByte","1267018771.8841","168 964 kbit/s","21120499.6147","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:23:00 - 18:24:00","44837.5583333333","32 775 277 KByte","33561883329.8686","4 475 664 kbit/s","559457965.1587","31 514 130 KByte","32270468867.0418","4 303 446 kbit/s","537930802.9178","1 261 147 KByte","1291414462.8268","172 217 kbit/s","21527162.2408","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:24:00 - 18:25:00","44837.5590277778","32 703 599 KByte","33488485434.6260","4 465 131 kbit/s","558141423.9104","31 436 352 KByte","32190824239.8428","4 292 110 kbit/s","536513737.3307","1 267 247 KByte","1297661194.7832","173 021 kbit/s","21627686.5797","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:25:00 - 18:26:00","44837.5597222222","32 654 667 KByte","33438378813.4372","4 458 451 kbit/s","557306313.5573","31 393 264 KByte","32146702185.2703","4 286 227 kbit/s","535778369.7545","1 261 403 KByte","1291676628.1670","172 224 kbit/s","21527943.8028","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:26:00 - 18:27:00","44837.5604166667","32 435 144 KByte","33213587400.5418","4 428 478 kbit/s","553559790.0090","31 189 883 KByte","31938440351.3621","4 258 459 kbit/s","532307339.1894","1 245 261 KByte","1275147049.1797","170 020 kbit/s","21252450.8197","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:27:00 - 18:28:00","44837.5611111111","31 301 264 KByte","32052494405.3003","4 274 378 kbit/s","534297289.6366","30 094 407 KByte","30816672676.2610","4 109 575 kbit/s","513696827.4089","1 206 857 KByte","1235821729.0393","164 804 kbit/s","20600462.2277","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:28:00 - 18:29:00","44837.5618055556","32 209 395 KByte","32982420387.4516","4 398 389 kbit/s","549798639.5641","30 963 419 KByte","31706541482.6275","4 228 244 kbit/s","528530446.4515","1 245 975 KByte","1275878904.8242","170 146 kbit/s","21268193.1126","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:29:00 - 18:30:00","44837.5625000000","32 837 424 KByte","33625522258.0494","4 483 403 kbit/s","560425370.9675","31 572 038 KByte","32329767209.1345","4 310 636 kbit/s","538829453.4856","1 265 386 KByte","1295755048.9148","172 767 kbit/s","21595917.4819","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:30:00 - 18:31:00","44837.5631944444","32 021 113 KByte","32789619345.6884","4 371 949 kbit/s","546493655.7615","30 787 383 KByte","31526280023.1005","4 203 504 kbit/s","525438000.3850","1 233 730 KByte","1263339322.5879","168 445 kbit/s","21055655.3765","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:31:00 - 18:32:00","44837.5638888889","31 907 643 KByte","32673426498.3695","4 357 183 kbit/s","544647882.9533","30 673 978 KByte","31410153688.5523","4 188 719 kbit/s","523589826.4469","1 233 665 KByte","1263272809.8172","168 464 kbit/s","21058056.5064","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:32:00 - 18:33:00","44837.5645833333","32 801 112 KByte","33588339039.8400","4 479 192 kbit/s","559898967.1585","31 535 362 KByte","32292210323.5529","4 306 346 kbit/s","538293220.9294","1 265 751 KByte","1296128716.2871","172 846 kbit/s","21605746.2292","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:33:00 - 18:34:00","44837.5652777778","33 256 384 KByte","34054537501.4313","4 540 605 kbit/s","567575625.0239","31 979 738 KByte","32747252170.0518","4 366 300 kbit/s","545787536.1675","1 276 646 KByte","1307285331.3794","174 305 kbit/s","21788088.8563","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:34:00 - 18:35:00","44837.5659722222","32 136 569 KByte","32907846601.4857","4 388 444 kbit/s","548555535.9474","30 900 009 KByte","31641609028.4480","4 219 584 kbit/s","527448058.4839","1 236 560 KByte","1266237573.0377","168 860 kbit/s","21107477.4635","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:35:00 - 18:36:00","44837.5666666667","33 619 902 KByte","34426779271.7542","4 590 237 kbit/s","573779654.5292","32 327 097 KByte","33102947835.6821","4 413 726 kbit/s","551715797.2614","1 292 804 KByte","1323831436.0721","176 511 kbit/s","22063857.2679","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:36:00 - 18:37:00","44837.5673611111","34 685 237 KByte","35517682354.8201","4 736 480 kbit/s","592060049.2552","33 348 783 KByte","34149154098.6915","4 553 980 kbit/s","569247442.8853","1 336 453 KByte","1368528256.1286","182 501 kbit/s","22812606.3699","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:37:00 - 18:38:00","44837.5680555556","34 170 958 KByte","34991061496.5819","4 666 253 kbit/s","583281571.8717","32 845 929 KByte","33634231650.9603","4 485 312 kbit/s","560663971.5113","1 325 029 KByte","1356829845.6216","180 941 kbit/s","22617600.3604","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:38:00 - 18:39:00","44837.5687500000","34 702 731 KByte","35535596431.4789","4 738 080 kbit/s","592259940.5246","33 359 996 KByte","34160635810.2612","4 554 751 kbit/s","569343930.1710","1 342 735 KByte","1374960621.2177","183 328 kbit/s","22916010.3536","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:39:00 - 18:40:00","44837.5694444444","34 722 797 KByte","35556143757.4673","4 741 609 kbit/s","592701179.4877","33 378 583 KByte","34179668993.9869","4 558 049 kbit/s","569756109.2513","1 344 214 KByte","1376474763.4804","183 561 kbit/s","22945070.2364","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:40:00 - 18:41:00","44837.5701388889","33 907 163 KByte","34720934685.2507","4 630 230 kbit/s","578778707.8722","32 586 407 KByte","33368480928.5375","4 449 872 kbit/s","556234054.4847","1 320 756 KByte","1352453756.7132","180 357 kbit/s","22544653.3875","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:41:00 - 18:42:00","44837.5708333333","31 933 334 KByte","32699733633.1158","4 359 964 kbit/s","544995560.5519","30 682 697 KByte","31419081981.4254","4 189 211 kbit/s","523651366.3571","1 250 636 KByte","1280651651.6905","170 754 kbit/s","21344194.1948","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:42:00 - 18:43:00","44837.5715277778","33 387 009 KByte","34188297297.2187","4 559 200 kbit/s","569899938.2767","32 081 641 KByte","32851600530.7323","4 380 944 kbit/s","547617945.1697","1 305 368 KByte","1336696766.4864","178 256 kbit/s","22281993.1070","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:43:00 - 18:44:00","44837.5722222222","35 147 849 KByte","35991397709.4740","4 798 853 kbit/s","599856628.4912","33 775 121 KByte","34585723612.5261","4 611 430 kbit/s","576428726.8754","1 372 729 KByte","1405674096.9479","187 423 kbit/s","23427901.6158","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:44:00 - 18:45:00","44837.5729166667","35 192 868 KByte","36037497148.2016","4 805 000 kbit/s","600624952.4700","33 812 291 KByte","34623786125.6304","4 616 505 kbit/s","577063102.0938","1 380 577 KByte","1413711022.5712","188 495 kbit/s","23561850.3762","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:45:00 - 18:46:00","44837.5736111111","34 506 984 KByte","35335151386.0303","4 712 139 kbit/s","589017359.3271","33 152 249 KByte","33947902755.0448","4 527 142 kbit/s","565892694.6999","1 354 735 KByte","1387248630.9855","184 997 kbit/s","23124664.6272","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:46:00 - 18:47:00","44837.5743055556","34 388 849 KByte","35214181816.0012","4 695 224 kbit/s","586903030.2667","33 042 085 KByte","33835095072.8723","4 511 346 kbit/s","563918251.2145","1 346 764 KByte","1379086743.1289","183 878 kbit/s","22984779.0521","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:47:00 - 18:48:00","44837.5750000000","34 922 531 KByte","35760672175.5527","4 768 090 kbit/s","596011202.9259","33 555 163 KByte","34360487185.3071","4 581 398 kbit/s","572674786.4218","1 367 368 KByte","1400184990.2456","186 691 kbit/s","23336416.5041","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:48:00 - 18:49:00","44837.5756944444","32 995 975 KByte","33787878057.4433","4 505 801 kbit/s","563225171.8194","31 702 336 KByte","32463191641.1113","4 329 147 kbit/s","541143384.5826","1 293 639 KByte","1324686416.3320","176 654 kbit/s","22081787.2367","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:49:00 - 18:50:00","44837.5763888889","33 441 303 KByte","34243894088.2043","4 566 614 kbit/s","570826705.9211","32 125 336 KByte","32896344177.6513","4 386 910 kbit/s","548363796.9270","1 315 967 KByte","1347549910.5531","179 703 kbit/s","22462908.9940","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:50:00 - 18:51:00","44837.5770833333","35 374 437 KByte","36223423274.0182","4 830 595 kbit/s","603824358.6267","33 992 328 KByte","34808143593.1330","4 641 859 kbit/s","580232431.9575","1 382 109 KByte","1415279680.8852","188 735 kbit/s","23591926.6692","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:51:00 - 18:52:00","44837.5777777778","35 226 719 KByte","36072159975.0944","4 809 621 kbit/s","601202666.2516","33 853 415 KByte","34665897426.1905","4 622 120 kbit/s","577764957.1032","1 373 303 KByte","1406262548.9040","187 502 kbit/s","23437709.1484","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:52:00 - 18:53:00","44837.5784722222","35 273 761 KByte","36120331269.2723","4 816 847 kbit/s","602105872.1332","33 893 665 KByte","34707112764.6205","4 628 386 kbit/s","578548304.1277","1 380 096 KByte","1413218504.6518","188 461 kbit/s","23557568.0055","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:53:00 - 18:54:00","44837.5791666667","35 557 365 KByte","36410741746.8830","4 854 766 kbit/s","606845695.7814","34 164 057 KByte","34983994508.1630","4 664 533 kbit/s","583066575.1361","1 393 308 KByte","1426747238.7200","190 233 kbit/s","23779120.6453","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:54:00 - 18:55:00","44837.5798611111","35 082 377 KByte","35924354185.6050","4 790 712 kbit/s","598839042.9339","33 711 267 KByte","34520337339.2184","4 603 479 kbit/s","575434861.4639","1 371 110 KByte","1404016846.3866","187 233 kbit/s","23404181.4700","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:55:00 - 18:56:00","44837.5805555556","33 549 253 KByte","34354434964.8990","4 580 591 kbit/s","572573916.0816","32 243 013 KByte","33016845669.2606","4 402 246 kbit/s","550280761.1543","1 306 240 KByte","1337589295.6384","178 345 kbit/s","22293154.9273","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:56:00 - 18:57:00","44837.5812500000","34 602 625 KByte","35433088068.7601","4 724 412 kbit/s","590551467.8127","33 258 287 KByte","34056485432.9701","4 540 865 kbit/s","567608090.5495","1 344 339 KByte","1376602635.7900","183 547 kbit/s","22943377.2632","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:57:00 - 18:58:00","44837.5819444444","36 190 275 KByte","37058842066.0432","4 942 003 kbit/s","617750326.1551","34 778 264 KByte","35612942556.9852","4 749 184 kbit/s","593647983.9471","1 412 011 KByte","1445899509.0580","192 819 kbit/s","24102342.2080","0 %","0.0000","100 %","0000009998"
"03.10.2022 18:58:00 - 18:59:00","44837.5826388889","36 597 165 KByte","37475496484.8695","4 996 733 kbit/s","624591608.0812","35 163 807 KByte","36007738854.0188","4 801 032 kbit/s","600128980.9003","1 433 357 KByte","1467757630.8508","195 701 kbit/s","24462627.1808","0 %","0.0000","100 %","0000010000"
"03.10.2022 18:59:00 - 19:00:00","44837.5833333333","36 764 598 KByte","37646948642.7007","5 019 593 kbit/s","627449144.0450","35 321 750 KByte","36169471707.7850","4 822 596 kbit/s","602824528.4631","1 442 849 KByte","1477476934.9157","196 997 kbit/s","24624615.5819","0 %","0.0000","100 %","0000010000"
"03.10.2022 19:00:00 - 19:01:00","44837.5840277778","36 732 003 KByte","37613570815.7689","5 015 979 kbit/s","626997346.4872","35 286 161 KByte","36133028640.8994","4 818 540 kbit/s","602317530.2700","1 445 842 KByte","1480542174.8695","197 439 kbit/s","24679816.2172","0 %","0.0000","100 %","0000009998"
"03.10.2022 19:01:00 - 19:02:00","44837.5847222222","36 610 934 KByte","37489596175.8202","4 998 613 kbit/s","624826602.9303","35 165 004 KByte","36008964070.4565","4 801 195 kbit/s","600149401.1743","1 445 930 KByte","1480632105.3637","197 418 kbit/s","24677201.7561","0 %","0.0000","100 %","0000010000"
"03.10.2022 19:02:00 - 19:03:00","44837.5854166667","34 366 817 KByte","35191620604.5464","4 692 216 kbit/s","586527010.0758","33 002 245 KByte","33794298791.6854","4 505 907 kbit/s","563238313.1948","1 364 572 KByte","1397321812.8610","186 310 kbit/s","23288696.8810","0 %","0.0000","100 %","0000010000"
"03.10.2022 19:03:00 - 19:04:00","44837.5861111111","34 271 370 KByte","35093882486.6724","4 679 964 kbit/s","584995540.7013","32 898 805 KByte","33688376154.6159","4 492 532 kbit/s","561566530.3320","1 372 565 KByte","1405506332.0565","187 432 kbit/s","23429010.3693","0 %","0.0000","100 %","0000009998"
"03.10.2022 19:04:00 - 19:05:00","44837.5868055556","35 154 633 KByte","35998344275.3919","4 799 779 kbit/s","599972404.5899","33 751 762 KByte","34561804749.6186","4 608 241 kbit/s","576030079.1603","1 402 871 KByte","1436539525.7733","191 539 kbit/s","23942325.4296","0 %","0.0000","100 %","0000010000"
"03.10.2022 19:05:00 - 19:06:00","44837.5875000000","35 476 931 KByte","36328377589.0477","4 844 591 kbit/s","605573888.7989","34 076 268 KByte","34894098292.9947","4 653 322 kbit/s","581665249.0914","1 400 663 KByte","1434279296.0530","191 269 kbit/s","23908639.7075","0 %","0.0000","100 %","0000009998"
"03.10.2022 19:06:00 - 19:07:00","44837.5881944444","36 125 157 KByte","36992160403.1262","4 932 288 kbit/s","616536006.7188","34 695 158 KByte","35527841961.4432","4 737 046 kbit/s","592130699.3574","1 429 998 KByte","1464318441.6829","195 242 kbit/s","24405307.3614","0 %","0.0000","100 %","0000010000"
"03.10.2022 19:07:00 - 19:08:00","44837.5888888889","36 551 555 KByte","37428792610.3220","4 991 338 kbit/s","623917196.3714","35 100 803 KByte","35943222448.6952","4 793 229 kbit/s","599153566.4060","1 450 752 KByte","1485570161.6269","198 109 kbit/s","24763629.9654","0 %","0.0000","100 %","0000009998"
"03.10.2022 19:08:00 - 19:09:00","44837.5895833333","36 226 922 KByte","37096368474.8798","4 947 007 kbit/s","618375870.5598","34 785 178 KByte","35620022121.6772","4 750 128 kbit/s","593765996.3607","1 441 744 KByte","1476346353.2027","196 879 kbit/s","24609874.1991","0 %","0.0000","100 %","0000009998"
"03.10.2022 19:09:00 - 19:10:00","44837.5902777778","34 185 789 KByte","35006247752.7472","4 668 278 kbit/s","583534718.3322","32 831 268 KByte","33619218538.7647","4 483 310 kbit/s","560413711.2646","1 354 521 KByte","1387029213.9825","184 968 kbit/s","23121007.0676","0 %","0.0000","100 %","0000009998"
"03.10.2022 19:10:00 - 19:11:00","44837.5909722222","34 733 083 KByte","35566677304.2981","4 742 224 kbit/s","592777955.0716","33 365 293 KByte","34166059870.7066","4 555 475 kbit/s","569434331.1784","1 367 790 KByte","1400617433.5915","186 749 kbit/s","23343623.8932","0 %","0.0000","100 %","0000010000"
"03.10.2022 19:11:00 - 19:12:00","44837.5916666667","36 197 134 KByte","37065864954.7885","4 942 115 kbit/s","617764415.9131","34 766 159 KByte","35600546933.6612","4 746 740 kbit/s","593342448.8944","1 430 975 KByte","1465318021.1272","195 376 kbit/s","24421967.0188","0 %","0.0000","100 %","0000010000"
"03.10.2022 19:12:00 - 19:13:00","44837.5923611111","35 653 001 KByte","36508672960.1877","4 868 635 kbit/s","608579312.5552","34 236 176 KByte","35057843827.8828","4 675 158 kbit/s","584394796.2641","1 416 825 KByte","1450829132.3049","193 476 kbit/s","24184516.2911","0 %","0.0000","100 %","0000009998"
"03.10.2022 19:13:00 - 19:14:00","44837.5930555556","35 805 706 KByte","36665043337.2837","4 888 672 kbit/s","611084055.6214","34 373 003 KByte","35197955046.1268","4 693 061 kbit/s","586632584.1021","1 432 703 KByte","1467088291.1569","195 612 kbit/s","24451471.5193","0 %","0.0000","100 %","0000010000"
